"code.source","code.target","Relationship","adjustment","group.id"
27892,27693,"1:1","1976 to 1962",NA
27893,27695,"1:1","1976 to 1962",NA
27894,27697,"1:1","1976 to 1962",NA
27895,27522,"1:1","1976 to 1962",NA
27896,2761,"1:1","1976 to 1962",NA
27899,27692,"1:n","1976 to 1962",16
27899,27694,"1:n","1976 to 1962",16
27899,27696,"1:n","1976 to 1962",16
27899,27699,"1:n","1976 to 1962",16
28201,2820,"n:1","1976 to 1962",NA
28202,2820,"n:1","1976 to 1962",NA
28209,2820,"n:1","1976 to 1962",NA
28711,28311,"1:1","1976 to 1962",NA
28712,28312,"1:n","1976 to 1962",17
28712,68211,"n:n","1976 to 1962",17
28721,28321,"1:1","1976 to 1962",NA
28722,28322,"1:1","1976 to 1962",NA
28731,2833,"1:1","1976 to 1962",NA
28732,51365,"n:1","1976 to 1962",NA
28791,28391,"1:1","1976 to 1962",NA
28792,28392,"1:1","1976 to 1962",NA
28793,28393,"1:1","1976 to 1962",NA
28799,28399,"1:1","1976 to 1962",NA
28821,28402,"1:1","1976 to 1962",NA
28822,28403,"1:1","1976 to 1962",NA
28823,28404,"1:1","1976 to 1962",NA
28824,28406,"1:1","1976 to 1962",NA
28825,28407,"1:1","1976 to 1962",NA
28826,28409,"1:1","1976 to 1962",NA
28901,28501,"1:1","1976 to 1962",NA
28902,28502,"1:1","1976 to 1962",NA
29111,29111,"1:1","1976 to 1962",NA
29115,29115,"1:1","1976 to 1962",NA
29116,29112,"1:n","1976 to 1962",18
29116,29113,"1:n","1976 to 1962",18
29116,29114,"1:n","1976 to 1962",18
29191,29191,"1:1","1976 to 1962",NA
29192,29192,"1:1","1976 to 1962",NA
29193,29193,"1:1","1976 to 1962",NA
29194,29194,"1:1","1976 to 1962",NA
29196,29196,"1:1","1976 to 1962",NA
29197,29197,"1:1","1976 to 1962",NA
29198,29198,"1:1","1976 to 1962",NA
29199,29195,"1:n","1976 to 1962",2
29199,29199,"n:n","1976 to 1962",2
29261,29261,"1:1","1976 to 1962",NA
29269,29269,"1:1","1976 to 1962",NA
29271,29271,"1:1","1976 to 1962",NA
29272,29272,"1:1","1976 to 1962",NA
29291,29291,"1:1","1976 to 1962",NA
29292,29292,"1:1","1976 to 1962",NA
29293,29293,"1:1","1976 to 1962",NA
29298,2921,"1:n","1976 to 1962",19
29298,29294,"1:n","1976 to 1962",19
29298,29299,"1:n","1976 to 1962",19
32311,3215,"1:1","1976 to 1962",NA
32312,3216,"n:1","1976 to 1962",NA
32313,3217,"n:1","1976 to 1962",NA
32321,3218,"n:n","1976 to 1962",20
32321,51328,"1:n","1976 to 1962",20
32322,3218,"n:1","1976 to 1962",20
33411,3321,"n:1","1976 to 1962",NA
33412,3322,"n:1","1976 to 1962",NA
33419,3321,"n:1","1976 to 1962",NA
33421,3322,"n:1","1976 to 1962",NA
33429,3322,"n:1","1976 to 1962",NA
33451,33251,"1:n","1976 to 1962",22
33451,33291,"1:n","1976 to 1962",22
33452,33252,"1:1","1976 to 1962",NA
33511,33261,"1:1","1976 to 1962",NA
33512,33262,"1:1","1976 to 1962",NA
33521,5211,"1:1","1976 to 1962",NA
33522,5214,"n:1","1976 to 1962",NA
33523,5214,"n:1","1976 to 1962",NA
33524,5214,"n:1","1976 to 1962",NA
33525,5214,"n:1","1976 to 1962",NA
33531,33292,"1:1","1976 to 1962",NA
33532,33293,"1:1","1976 to 1962",NA
33541,33295,"1:1","1976 to 1962",NA
33542,33294,"1:1","1976 to 1962",NA
33543,33296,"1:1","1976 to 1962",NA
34131,3411,"n:1","1976 to 1962",NA
34139,3411,"n:1","1976 to 1962",NA
41111,4111,"n:1","1976 to 1962",NA
41112,4111,"n:1","1976 to 1962",NA
41113,4111,"n:1","1976 to 1962",NA
41131,41131,"1:1","1976 to 1962",NA
41132,41132,"1:1","1976 to 1962",NA
41133,41133,"1:1","1976 to 1962",NA
41134,41134,"1:1","1976 to 1962",NA
41139,41139,"1:1","1976 to 1962",NA
42391,4217,"1:1","1976 to 1962",NA
42392,4229,"n:1","1976 to 1962",NA
43131,43131,"1:1","1976 to 1962",NA
43133,41135,"1:n","1976 to 1962",23
43133,43132,"1:n","1976 to 1962",23
43143,43143,"1:1","1976 to 1962",NA
43144,43141,"1:n","1976 to 1962",24
43144,43142,"1:n","1976 to 1962",24
51111,51212,"n:1","1976 to 1962",NA
51112,51212,"n:1","1976 to 1962",NA
51113,51212,"n:1","1976 to 1962",NA
51119,51212,"n:1","1976 to 1962",NA
51121,51212,"n:1","1976 to 1962",NA
51122,51212,"n:1","1976 to 1962",NA
51123,51212,"n:1","1976 to 1962",NA
51124,51212,"n:1","1976 to 1962",NA
51125,51211,"1:1","1976 to 1962",NA
51126,51212,"n:1","1976 to 1962",NA
51129,51212,"n:1","1976 to 1962",NA
51131,51213,"n:1","1976 to 1962",NA
51132,51213,"n:1","1976 to 1962",NA
51133,51213,"n:1","1976 to 1962",NA
51139,51213,"n:1","1976 to 1962",NA
51211,51221,"1:1","1976 to 1962",NA
51212,51222,"n:1","1976 to 1962",NA
51213,51222,"n:1","1976 to 1962",NA
51214,51222,"n:1","1976 to 1962",NA
51215,51222,"n:1","1976 to 1962",NA
51216,51224,"1:1","1976 to 1962",NA
51217,51225,"1:1","1976 to 1962",NA
51218,51226,"1:1","1976 to 1962",NA
51219,51222,"n:1","1976 to 1962",NA
51234,51227,"n:1","1976 to 1962",NA
51235,51227,"n:1","1976 to 1962",NA
51236,51227,"n:1","1976 to 1962",NA
51237,51228,"1:1","1976 to 1962",NA
51371,51251,"n:1","1976 to 1962",NA
51372,51251,"n:1","1976 to 1962",NA
51373,51251,"n:1","1976 to 1962",NA
51379,51251,"n:1","1976 to 1962",NA
51381,51252,"n:1","1976 to 1962",NA
51382,51252,"n:1","1976 to 1962",NA
51383,51252,"n:1","1976 to 1962",NA
51384,51252,"n:1","1976 to 1962",NA
51389,51252,"n:1","1976 to 1962",NA
51481,51273,"1:1","1976 to 1962",NA
51482,51275,"1:1","1976 to 1962",NA
51483,51276,"n:1","1976 to 1962",NA
51484,51276,"n:1","1976 to 1962",NA
51485,51277,"1:1","1976 to 1962",NA
51486,51278,"1:1","1976 to 1962",NA
51489,51279,"1:1","1976 to 1962",NA
51551,51283,"1:1","1976 to 1962",NA
51559,51282,"1:n","1976 to 1962",26
51559,51284,"1:n","1976 to 1962",26
51561,51285,"n:1","1976 to 1962",NA
51569,51285,"n:1","1976 to 1962",NA
51571,51286,"1:1","1976 to 1962",NA
51572,51287,"1:1","1976 to 1962",NA
51611,51231,"1:1","1976 to 1962",NA
51612,51233,"1:1","1976 to 1962",NA
51613,51232,"n:1","1976 to 1962",NA
51614,51232,"n:1","1976 to 1962",NA
51619,51232,"n:1","1976 to 1962",NA
51621,51241,"1:1","1976 to 1962",NA
51622,51242,"1:1","1976 to 1962",NA
51623,51243,"n:1","1976 to 1962",NA
51624,51243,"n:1","1976 to 1962",NA
51629,51243,"n:1","1976 to 1962",NA
51631,51263,"1:1","1976 to 1962",NA
51639,51261,"1:n","1976 to 1962",27
51639,51262,"1:n","1976 to 1962",27
51639,51264,"1:n","1976 to 1962",27
51639,51269,"1:n","1976 to 1962",27
51691,51291,"1:1","1976 to 1962",NA
51692,51292,"1:1","1976 to 1962",NA
51699,51299,"1:1","1976 to 1962",NA
52211,51311,"1:n","1976 to 1962",28
52211,51312,"1:n","1976 to 1962",28
52211,51313,"1:n","1976 to 1962",28
52212,51324,"1:1","1976 to 1962",NA
52213,51321,"1:1","1976 to 1962",NA
52214,51322,"1:1","1976 to 1962",NA
52215,51323,"1:1","1976 to 1962",NA
52216,51325,"1:1","1976 to 1962",NA
52217,51326,"1:1","1976 to 1962",NA
52218,51327,"1:1","1976 to 1962",NA
52221,51331,"1:1","1976 to 1962",NA
52222,51333,"1:1","1976 to 1962",NA
52223,51334,"1:1","1976 to 1962",NA
52224,51335,"1:1","1976 to 1962",NA
52225,51337,"1:1","1976 to 1962",NA
52229,51332,"1:n","1976 to 1962",29
52229,51336,"1:n","1976 to 1962",29
52229,51339,"1:n","1976 to 1962",29
52231,51341,"1:1","1976 to 1962",NA
52232,51342,"1:1","1976 to 1962",NA
52241,51351,"1:1","1976 to 1962",NA
52242,51367,"1:1","1976 to 1962",NA
52243,51352,"1:1","1976 to 1962",NA
52244,51353,"1:1","1976 to 1962",NA
52245,51354,"1:1","1976 to 1962",NA
52246,51355,"1:1","1976 to 1962",NA
52247,51356,"1:1","1976 to 1962",NA
52251,51361,"1:1","1976 to 1962",NA
52252,51362,"n:1","1976 to 1962",NA
52253,51362,"n:1","1976 to 1962",NA
52254,51363,"1:1","1976 to 1962",NA
52255,51364,"1:1","1976 to 1962",NA
52256,51365,"n:1","1976 to 1962",NA
52257,51366,"1:1","1976 to 1962",NA
52259,51368,"1:n","1976 to 1962",30
52259,51369,"1:n","1976 to 1962",30
52311,51411,"1:1","1976 to 1962",NA
52312,51412,"1:1","1976 to 1962",NA
52313,51413,"1:1","1976 to 1962",NA
52314,51414,"1:1","1976 to 1962",NA
52315,51421,"1:1","1976 to 1962",NA
52316,51422,"1:1","1976 to 1962",NA
52317,51423,"1:1","1976 to 1962",NA
52318,51424,"n:1","1976 to 1962",NA
52319,51424,"n:1","1976 to 1962",NA
52321,51425,"1:1","1976 to 1962",NA
52322,51426,"1:1","1976 to 1962",NA
52323,51428,"1:1","1976 to 1962",NA
52324,51429,"1:1","1976 to 1962",NA
52325,51431,"1:1","1976 to 1962",NA
52326,51432,"1:1","1976 to 1962",NA
52327,51433,"1:1","1976 to 1962",NA
52328,51434,"1:1","1976 to 1962",NA
52329,51415,"1:n","1976 to 1962",31
52329,51416,"1:n","1976 to 1962",31
52329,51427,"1:n","1976 to 1962",31
52329,51436,"1:n","1976 to 1962",31
52331,51435,"1:1","1976 to 1962",NA
52332,51437,"1:1","1976 to 1962",NA
52391,51492,"1:1","1976 to 1962",NA
52392,51493,"1:1","1976 to 1962",NA
52393,51494,"1:1","1976 to 1962",NA
52394,51495,"1:1","1976 to 1962",NA
52395,51496,"1:1","1976 to 1962",NA
52399,51491,"1:n","1976 to 1962",32
52399,51499,"1:n","1976 to 1962",32
52491,5152,"1:1","1976 to 1962",NA
52492,5153,"1:1","1976 to 1962",NA
53121,53101,"n:1","1976 to 1962",NA
53122,53102,"1:1","1976 to 1962",NA
53221,5324,"1:n","1976 to 1962",33
53221,5325,"1:n","1976 to 1962",33
53222,5321,"1:1","1976 to 1962",NA
53341,53332,"n:1","1976 to 1962",NA
53342,53332,"n:1","1976 to 1962",NA
53343,53332,"n:1","1976 to 1962",NA
53344,53332,"n:1","1976 to 1962",NA
53351,53331,"1:1","1976 to 1962",NA
53352,53333,"1:1","1976 to 1962",NA
53353,53334,"1:1","1976 to 1962",NA
53354,53335,"1:1","1976 to 1962",NA
54131,5413,"n:1","1976 to 1962",NA
54132,5413,"n:1","1976 to 1962",NA
54133,5413,"n:1","1976 to 1962",NA
54139,5413,"n:1","1976 to 1962",NA
54151,5415,"n:1","1976 to 1962",NA
54152,5415,"n:1","1976 to 1962",NA
54153,5415,"n:1","1976 to 1962",NA
54159,5415,"n:1","1976 to 1962",NA
54161,54161,"1:1","1976 to 1962",NA
54162,54162,"1:1","1976 to 1962",NA
54164,54163,"n:1","1976 to 1962",NA
54165,54163,"n:1","1976 to 1962",NA
54171,5417,"n:1","1976 to 1962",NA
54172,5417,"n:1","1976 to 1962",NA
54173,5417,"n:1","1976 to 1962",NA
54179,5417,"n:1","1976 to 1962",NA
54191,54191,"1:1","1976 to 1962",NA
54199,54199,"1:1","1976 to 1962",NA
56211,5611,"n:n","1976 to 1962",25
56211,51274,"n:n","1976 to 1962",25
56212,5611,"n:n","1976 to 1962",25
56212,51274,"n:n","1976 to 1962",25
56213,5611,"n:n","1976 to 1962",25
56213,51274,"n:n","1976 to 1962",25
56214,5611,"n:n","1976 to 1962",25
56214,51274,"n:n","1976 to 1962",25
56215,5611,"n:n","1976 to 1962",25
56215,51274,"n:n","1976 to 1962",25
56216,5611,"n:n","1976 to 1962",25
56216,51274,"n:n","1976 to 1962",25
56219,5611,"n:n","1976 to 1962",25
56219,51274,"n:n","1976 to 1962",25
56221,56121,"1:1","1976 to 1962",NA
56222,56129,"n:1","1976 to 1962",NA
56229,56129,"n:1","1976 to 1962",NA
56231,5613,"n:1","1976 to 1962",NA
56232,5613,"n:1","1976 to 1962",NA
56239,5613,"n:1","1976 to 1962",NA
56291,5619,"n:1","1976 to 1962",NA
56292,5619,"n:1","1976 to 1962",NA
56293,5619,"n:1","1976 to 1962",NA
56299,5619,"n:1","1976 to 1962",NA
57211,57111,"1:1","1976 to 1962",NA
57212,57112,"1:1","1976 to 1962",NA
58211,5811,"n:1","1976 to 1962",NA
58212,5811,"n:1","1976 to 1962",NA
58219,5811,"n:1","1976 to 1962",NA
58221,5811,"n:1","1976 to 1962",NA
58222,5811,"n:1","1976 to 1962",NA
58229,5811,"n:1","1976 to 1962",NA
58231,5811,"n:1","1976 to 1962",NA
58232,5811,"n:1","1976 to 1962",NA
58239,5811,"n:1","1976 to 1962",NA
58241,5811,"n:1","1976 to 1962",NA
58242,5811,"n:1","1976 to 1962",NA
58249,5811,"n:1","1976 to 1962",NA
58251,5811,"n:1","1976 to 1962",NA
58259,5811,"n:1","1976 to 1962",NA
58261,5811,"n:1","1976 to 1962",NA
58269,5811,"n:1","1976 to 1962",NA
58311,5812,"n:1","1976 to 1962",36
58312,5812,"n:1","1976 to 1962",36
58313,5812,"n:1","1976 to 1962",36
58319,5812,"n:1","1976 to 1962",36
58321,5812,"n:1","1976 to 1962",36
58322,5812,"n:1","1976 to 1962",36
58329,5812,"n:1","1976 to 1962",36
58331,5812,"n:1","1976 to 1962",36
58332,5812,"n:1","1976 to 1962",36
58333,5812,"n:1","1976 to 1962",36
58339,5812,"n:1","1976 to 1962",36
58341,5812,"n:1","1976 to 1962",36
58342,5812,"n:1","1976 to 1962",36
58343,5812,"n:1","1976 to 1962",36
58349,5812,"n:1","1976 to 1962",36
58351,5812,"n:1","1976 to 1962",36
58352,5812,"n:1","1976 to 1962",36
58353,5812,"n:1","1976 to 1962",36
58359,5812,"n:1","1976 to 1962",36
58361,5812,"n:1","1976 to 1962",36
58362,5812,"n:1","1976 to 1962",36
58369,5812,"n:1","1976 to 1962",36
58421,58132,"n:1","1976 to 1962",NA
58422,58132,"n:1","1976 to 1962",NA
58431,58132,"n:1","1976 to 1962",NA
58432,58132,"n:1","1976 to 1962",NA
58491,58132,"n:1","1976 to 1962",NA
58492,58132,"n:1","1976 to 1962",NA
58493,58131,"1:1","1976 to 1962",NA
58521,58191,"1:1","1976 to 1962",NA
58522,58199,"n:1","1976 to 1962",NA
58529,58199,"n:1","1976 to 1962",NA
59141,5992,"n:1","1976 to 1962",NA
59149,5992,"n:1","1976 to 1962",NA
59211,59951,"1:1","1976 to 1962",NA
59212,59952,"1:1","1976 to 1962",NA
59221,59953,"1:1","1976 to 1962",NA
59222,59954,"1:1","1976 to 1962",NA
59223,59955,"1:1","1976 to 1962",NA
59224,59956,"1:1","1976 to 1962",NA
59225,59957,"1:1","1976 to 1962",NA
59229,59959,"1:1","1976 to 1962",NA
59811,59961,"1:1","1976 to 1962",NA
59812,59962,"1:1","1976 to 1962",NA
59813,59963,"1:1","1976 to 1962",NA
59814,59964,"1:1","1976 to 1962",NA
59819,59965,"1:n","1976 to 1962",37
59819,59966,"1:n","1976 to 1962",37
59831,59971,"1:1","1976 to 1962",NA
59832,59972,"1:1","1976 to 1962",NA
59833,59976,"1:1","1976 to 1962",NA
59891,59974,"1:1","1976 to 1962",NA
59892,59973,"1:n","1976 to 1962",38
59892,59992,"1:n","1976 to 1962",38
59893,59977,"1:1","1976 to 1962",NA
59894,59978,"1:1","1976 to 1962",NA
59895,59991,"1:1","1976 to 1962",NA
59896,59994,"1:1","1976 to 1962",NA
59897,59995,"1:1","1976 to 1962",NA
59898,5213,"n:n","1976 to 1962",39
59898,59999,"n:n","1976 to 1962",39
59899,5213,"n:n","1976 to 1962",39
59899,59999,"n:n","1976 to 1962",39
61161,61192,"1:1","1976 to 1962",NA
61169,61199,"1:1","1976 to 1962",NA
61181,61193,"1:1","1976 to 1962",NA
61183,61195,"1:1","1976 to 1962",NA
62101,62101,"1:1","1976 to 1962",NA
62102,62102,"1:1","1976 to 1962",NA
62103,62103,"1:1","1976 to 1962",NA
62104,62104,"1:1","1976 to 1962",NA
62105,62105,"1:1","1976 to 1962",NA
62106,62106,"1:1","1976 to 1962",NA
62591,6291,"n:1","1976 to 1962",NA
62599,6291,"n:1","1976 to 1962",NA
62898,62998,"1:1","1976 to 1962",NA
62899,62999,"1:1","1976 to 1962",NA
63301,63301,"1:1","1976 to 1962",NA
63302,63302,"1:1","1976 to 1962",NA
63431,63141,"1:1","1976 to 1962",NA
63432,63142,"1:1","1976 to 1962",NA
63441,63121,"n:1","1976 to 1962",NA
63442,63121,"n:1","1976 to 1962",NA
63443,63122,"1:1","1976 to 1962",NA
63491,63183,"n:n","1976 to 1962",13
63491,63184,"1:n","1976 to 1962",13
63491,63185,"n:n","1976 to 1962",13
63492,63187,"1:1","1976 to 1962",NA
63493,63186,"1:1","1976 to 1962",NA
63541,63271,"1:1","1976 to 1962",NA
63542,63272,"1:1","1976 to 1962",NA
63549,63273,"1:1","1976 to 1962",NA
63591,63281,"1:1","1976 to 1962",NA
63592,63282,"1:1","1976 to 1962",NA
63599,63181,"1:n","1976 to 1962",13
63599,63185,"n:n","1976 to 1962",13
63599,63289,"1:n","1976 to 1962",13
64121,6417,"1:n","1976 to 1962",41
64121,64121,"1:n","1976 to 1962",41
64122,64122,"1:n","1976 to 1962",42
64122,64194,"1:n","1976 to 1962",42
64131,6413,"n:1","1976 to 1962",NA
64132,6413,"n:1","1976 to 1962",NA
64139,6413,"n:1","1976 to 1962",NA
64151,6414,"n:n","1976 to 1962",43
64151,6415,"n:n","1976 to 1962",43
64152,6414,"n:n","1976 to 1962",43
64152,6415,"n:n","1976 to 1962",43
64153,6414,"n:n","1976 to 1962",43
64153,64191,"1:n","1976 to 1962",43
64159,6414,"n:n","1976 to 1962",43
64159,6415,"n:n","1976 to 1962",43
64161,6416,"n:1","1976 to 1962",NA
64162,6416,"n:1","1976 to 1962",NA
64171,64193,"n:1","1976 to 1962",NA
64172,64193,"n:1","1976 to 1962",NA
64173,64193,"n:1","1976 to 1962",NA
64174,64193,"n:1","1976 to 1962",NA
64181,64195,"n:1","1976 to 1962",NA
64182,64195,"n:1","1976 to 1962",NA
64189,64195,"n:1","1976 to 1962",NA
64192,64192,"1:1","1976 to 1962",NA
64196,64196,"1:1","1976 to 1962",NA
64197,64197,"1:1","1976 to 1962",NA
64241,64291,"1:1","1976 to 1962",NA
64242,64292,"1:1","1976 to 1962",NA
64243,64293,"n:1","1976 to 1962",NA
64244,64293,"n:1","1976 to 1962",NA
64249,64293,"n:1","1976 to 1962",NA
64281,64294,"1:1","1976 to 1962",NA
64282,64299,"n:1","1976 to 1962",NA
64283,64299,"n:1","1976 to 1962",NA
64284,64299,"n:1","1976 to 1962",NA
64285,64299,"n:1","1976 to 1962",NA
64289,64299,"n:1","1976 to 1962",NA
65111,65111,"1:1","1976 to 1962",NA
65116,65112,"1:1","1976 to 1962",NA
65117,65114,"1:1","1976 to 1962",NA
65121,2628,"1:1","1976 to 1962",NA
65122,65121,"n:1","1976 to 1962",NA
65123,65122,"n:1","1976 to 1962",NA
65124,65123,"1:1","1976 to 1962",NA
65125,65124,"1:1","1976 to 1962",NA
65126,65125,"n:1","1976 to 1962",NA
65127,65121,"n:1","1976 to 1962",NA
65128,65122,"n:1","1976 to 1962",NA
65129,65125,"n:1","1976 to 1962",NA
65131,6513,"n:1","1976 to 1962",NA
65132,6513,"n:1","1976 to 1962",NA
65133,6513,"n:1","1976 to 1962",NA
65134,6513,"n:1","1976 to 1962",NA
65135,65161,"n:1","1976 to 1962",NA
65141,65161,"n:1","1976 to 1962",NA
65142,65161,"n:1","1976 to 1962",NA
65143,65161,"n:1","1976 to 1962",NA
65144,65161,"n:1","1976 to 1962",NA
65145,65161,"n:1","1976 to 1962",NA
65146,65161,"n:1","1976 to 1962",NA
65147,65161,"n:1","1976 to 1962",NA
65148,65164,"n:1","1976 to 1962",NA
65149,65162,"1:1","1976 to 1962",NA
65151,65163,"1:1","1976 to 1962",NA
65152,65165,"n:1","1976 to 1962",NA
65166,65164,"n:1","1976 to 1962",NA
65167,65164,"n:1","1976 to 1962",NA
65168,65164,"n:1","1976 to 1962",NA
65169,65165,"n:1","1976 to 1962",NA
65171,65171,"n:1","1976 to 1962",NA
65172,65171,"n:1","1976 to 1962",NA
65173,65171,"n:1","1976 to 1962",NA
65174,65174,"n:1","1976 to 1962",NA
65175,65174,"n:1","1976 to 1962",NA
65176,65174,"n:1","1976 to 1962",NA
65177,65174,"n:1","1976 to 1962",NA
65178,65172,"1:1","1976 to 1962",NA
65181,65173,"1:1","1976 to 1962",NA
65182,65175,"1:1","1976 to 1962",NA
65191,65191,"1:1","1976 to 1962",NA
65195,6518,"1:1","1976 to 1962",NA
65196,65151,"1:1","1976 to 1962",NA
65197,65152,"1:1","1976 to 1962",NA
65198,65192,"1:n","1976 to 1962",45
65198,65193,"n:n","1976 to 1962",45
65199,65153,"1:n","1976 to 1962",45
65199,65193,"n:n","1976 to 1962",45
65199,65194,"1:n","1976 to 1962",45
65211,65211,"1:1","1976 to 1962",NA
65212,65212,"1:1","1976 to 1962",NA
65214,65213,"n:1","1976 to 1962",NA
65215,65213,"n:1","1976 to 1962",NA
65221,65221,"1:1","1976 to 1962",NA
65222,65222,"1:1","1976 to 1962",NA
65223,65223,"1:1","1976 to 1962",NA
65224,65229,"n:1","1976 to 1962",NA
65225,65229,"n:1","1976 to 1962",NA
65314,65351,"n:1","1976 to 1962",NA
65315,65351,"n:1","1976 to 1962",NA
65316,65351,"n:1","1976 to 1962",NA
65341,65352,"n:1","1976 to 1962",NA
65342,65352,"n:1","1976 to 1962",NA
65343,65352,"n:1","1976 to 1962",NA
65349,65352,"n:1","1976 to 1962",NA
65354,65361,"n:1","1976 to 1962",NA
65355,65361,"n:1","1976 to 1962",NA
65356,65361,"n:1","1976 to 1962",NA
65381,65362,"n:1","1976 to 1962",NA
65382,65362,"n:1","1976 to 1962",NA
65383,65362,"n:1","1976 to 1962",NA
65389,65362,"n:1","1976 to 1962",NA
65397,65353,"1:1","1976 to 1962",NA
65398,65363,"1:1","1976 to 1962",NA
65421,65321,"n:1","1976 to 1962",NA
65422,65321,"n:1","1976 to 1962",NA
65431,65321,"n:1","1976 to 1962",NA
65432,65321,"n:1","1976 to 1962",NA
65433,65321,"n:1","1976 to 1962",NA
65434,65322,"1:1","1976 to 1962",NA
65491,65391,"1:1","1976 to 1962",NA
65492,65392,"1:n","1976 to 1962",48
65492,65393,"1:n","1976 to 1962",48
65498,65332,"1:n","1976 to 1962",47
65498,65394,"n:n","1976 to 1962",47
65498,65395,"1:n","1976 to 1962",47
65499,65313,"1:n","1976 to 1962",49
65499,65396,"1:n","1976 to 1962",49
65521,6537,"n:1","1976 to 1962",NA
65522,6537,"n:1","1976 to 1962",NA
65523,6537,"n:1","1976 to 1962",NA
65529,6537,"n:1","1976 to 1962",NA
65601,65401,"1:1","1976 to 1962",NA
65602,65402,"1:1","1976 to 1962",NA
65603,65403,"1:1","1976 to 1962",NA
65604,65404,"1:1","1976 to 1962",NA
65605,65405,"1:1","1976 to 1962",NA
65606,65406,"1:1","1976 to 1962",NA
65731,65542,"1:1","1976 to 1962",NA
65732,65543,"1:1","1976 to 1962",NA
65733,65545,"1:1","1976 to 1962",NA
65739,65544,"1:n","1976 to 1962",50
65739,65546,"1:n","1976 to 1962",50
65751,65561,"1:1","1976 to 1962",NA
65752,65562,"1:1","1976 to 1962",NA
65759,65563,"1:1","1976 to 1962",NA
65761,65571,"1:1","1976 to 1962",NA
65762,65572,"1:1","1976 to 1962",NA
65771,65581,"1:1","1976 to 1962",NA
65772,65582,"1:1","1976 to 1962",NA
65773,65583,"1:1","1976 to 1962",NA
65791,65591,"1:1","1976 to 1962",NA
65792,65592,"1:1","1976 to 1962",NA
65821,6562,"n:1","1976 to 1962",NA
65829,6562,"n:1","1976 to 1962",NA
65831,65661,"n:1","1976 to 1962",51
65832,65662,"n:1","1976 to 1962",51
65833,65669,"n:1","1976 to 1962",51
65839,65669,"n:1","1976 to 1962",51
65841,65691,"n:1","1976 to 1962",NA
65842,65691,"n:1","1976 to 1962",NA
65843,65691,"n:1","1976 to 1962",NA
65844,65691,"n:1","1976 to 1962",NA
65845,65691,"n:1","1976 to 1962",NA
65846,65691,"n:1","1976 to 1962",NA
65848,65691,"n:1","1976 to 1962",NA
65849,65691,"n:1","1976 to 1962",NA
65891,6577,"1:1","1976 to 1962",NA
65898,84144,"n:1","1976 to 1962",NA
65899,65692,"1:1","1976 to 1962",NA
65911,65741,"1:1","1976 to 1962",NA
65912,65742,"1:1","1976 to 1962",NA
65921,6575,"n:1","1976 to 1962",NA
65929,6575,"n:1","1976 to 1962",NA
65941,6576,"n:1","1976 to 1962",NA
65942,6576,"n:1","1976 to 1962",NA
65949,6576,"n:1","1976 to 1962",NA
65951,6576,"n:1","1976 to 1962",NA
65952,6576,"n:1","1976 to 1962",NA
65959,6576,"n:1","1976 to 1962",NA
65961,6576,"n:1","1976 to 1962",NA
65962,6576,"n:1","1976 to 1962",NA
65963,6551,"n:1","1976 to 1962",NA
66131,66131,"1:1","1976 to 1962",NA
66132,66132,"1:1","1976 to 1962",NA
66133,66133,"1:1","1976 to 1962",NA
66181,66181,"1:1","1976 to 1962",NA
66182,66182,"1:1","1976 to 1962",NA
66183,66183,"1:1","1976 to 1962",NA
66231,66231,"1:1","1976 to 1962",NA
66232,66232,"1:1","1976 to 1962",NA
66233,66233,"1:1","1976 to 1962",NA
66241,66241,"1:1","1976 to 1962",NA
66242,66242,"1:1","1976 to 1962",NA
66243,66243,"1:1","1976 to 1962",NA
66244,66244,"1:1","1976 to 1962",NA
66245,66245,"1:1","1976 to 1962",NA
66331,66361,"1:1","1976 to 1962",NA
66332,66362,"1:1","1976 to 1962",NA
66333,6634,"1:1","1976 to 1962",NA
66339,66363,"1:1","1976 to 1962",NA
66381,66381,"1:1","1976 to 1962",NA
66382,66382,"1:1","1976 to 1962",NA
66391,66391,"1:1","1976 to 1962",NA
66392,66392,"1:1","1976 to 1962",NA
66414,66411,"1:n","1976 to 1962",54
66414,66412,"n:n","1976 to 1962",54
66415,66412,"n:n","1976 to 1962",54
66415,66413,"1:n","1976 to 1962",54
66491,66491,"1:1","1976 to 1962",NA
66492,66492,"1:1","1976 to 1962",NA
66493,66493,"1:1","1976 to 1962",NA
66494,66494,"1:1","1976 to 1962",NA
66511,66511,"1:1","1976 to 1962",NA
66512,66512,"1:1","1976 to 1962",NA
66581,66581,"1:1","1976 to 1962",NA
66582,66582,"1:1","1976 to 1962",NA
66589,66589,"1:1","1976 to 1962",NA
66721,6672,"n:1","1976 to 1962",NA
66722,6672,"n:1","1976 to 1962",NA
66729,6672,"n:1","1976 to 1962",NA
67131,67131,"1:1","1976 to 1962",NA
67132,67132,"1:1","1976 to 1962",NA
67133,67133,"1:1","1976 to 1962",NA
67161,6714,"1:1","1976 to 1962",NA
67162,6715,"n:1","1976 to 1962",NA
67169,6715,"n:1","1976 to 1962",NA
67241,67231,"1:1","1976 to 1962",NA
67242,67232,"1:1","1976 to 1962",NA
67243,67233,"n:1","1976 to 1962",NA
67244,67233,"n:1","1976 to 1962",NA
67245,6721,"1:1","1976 to 1962",NA
67251,67251,"1:1","1976 to 1962",NA
67252,67252,"1:1","1976 to 1962",NA
67254,67253,"n:1","1976 to 1962",NA
